firm_id,Short Form Origin Match Law Firm Name,Law Firm Full Name,Law Firm Graphics Name,Law360 Index Name,Law360 Surveys Dropdown Name,yoda_id,yoda_guid,yoda_url,Law360 Salesdesk ID,Law Firm Status,Notes,NonUS,NonUS Firm Send Survey,total_attorneys,attorneys_method,surveys_dropdown,ENTITY TYPE
JEN6539,Jenner & Block,Jenner & Block LLP,Jenner & Block,Jenner & Block,Jenner & Block,304566,urn:entity:lfm-304566,https://yoda.lexisai.aws.lexis.com/lawfirms/304566,4c52dd5bcc956f21c4001d95,CURRENT,,,,,,Include,
JOH2327,Johnson & Bell,Johnson & Bell Ltd.,Johnson & Bell,Johnson & Bell,Johnson & Bell,765024,urn:entity:lfm-765024,https://yoda.lexisai.aws.lexis.com/lawfirms/765024,4c52dd5bcc956f21c4001da1,CURRENT,,,,,,Include,
JOH5929,Johnson Pope,Johnson Pope Bokor Ruppel & Burns LLP,Johnson Pope,Johnson Pope,Johnson Pope,643351,urn:entity:lfm-643351,https://yoda.lexisai.aws.lexis.com/lawfirms/643351,,CURRENT,,,,,,Include,
JON3152,Jones Walker,Jones Walker LLP,Jones Walker,Jones Walker,Jones Walker,291960,urn:entity:lfm-291960,https://yoda.lexisai.aws.lexis.com/lawfirms/291960,4c52dd5bcc956f21c4001dc2,CURRENT,,,,,,Include,
JON3485,Jones Day,Jones Day,Jones Day,Jones Day,Jones Day,93563,urn:entity:lfm-93563,https://yoda.lexisai.aws.lexis.com/lawfirms/93563,4c52dd5bcc956f21c4001db8,CURRENT,,,,,,Include,
JON8864,Jones Skelton,Jones Skelton & Hochuli PLC,Jones Skelton,Jones Skelton,Jones Skelton,42364,urn:entity:lfm-42364,https://yoda.lexisai.aws.lexis.com/lawfirms/42364,4c52dd5bcc956f21c4001dbe,CURRENT,,,,,,Include,
KAN3764,Kane Russell,Kane Russell Coleman & Logan PC,Kane Russell,Kane Russell,Kane Russell,1313676,urn:entity:lfm-1313676,https://yoda.lexisai.aws.lexis.com/lawfirms/1313676,4c52dd5bcc956f21c4001de2,CURRENT,,,,,,Include,
KAS4853,Kasowitz Benson,Kasowitz Benson Torres LLP,Kasowitz,Kasowitz Benson,Kasowitz Benson,408301,urn:entity:lfm-408301,https://yoda.lexisai.aws.lexis.com/lawfirms/408301,4c52dd5bcc956f21c4001df2,CURRENT,,,,,,Include,
KAT3207,Katten Muchin,Katten Muchin Rosenman LLP,Katten,Katten Muchin,Katten Muchin,106085,urn:entity:lfm-106085,https://yoda.lexisai.aws.lexis.com/lawfirms/106085,4c52dd5bcc956f21c4001df7,CURRENT,,,,,,Include,
KAU6401,Kaufman & Canoles,Kaufman & Canoles PC,Kaufman & Canoles,Kaufman & Canoles,Kaufman & Canoles,1114779,urn:entity:lfm-1114779,https://yoda.lexisai.aws.lexis.com/lawfirms/1114779,4c52dd5bcc956f21c4001e02,CURRENT,,,,,,Include,
KAU7590,Kaufman Borgeest,Kaufman Borgeest & Ryan LLP,Kaufman Borgeest,Kaufman Borgeest,Kaufman Borgeest,405064,urn:entity:lfm-405064,https://yoda.lexisai.aws.lexis.com/lawfirms/405064,4c52dd5bcc956f21c4001e04,CURRENT,,,,,,Include,
KAU9963,Kaufman Dolowich,Kaufman Dolowich & Voluck LLP,Kaufman Dolowich,Kaufman Dolowich,Kaufman Dolowich,361769,urn:entity:lfm-361769,https://yoda.lexisai.aws.lexis.com/lawfirms/361769,4c52dd5bcc956f21c4001e06,CURRENT,,,,,,Include,
KEA1720,Kean Miller,Kean Miller LLP,Kean Miller,Kean Miller,Kean Miller,495350,urn:entity:lfm-495350,https://yoda.lexisai.aws.lexis.com/lawfirms/495350,4c52dd5bcc956f21c4001e0c,CURRENT,,,,,,Include,
KEA2996,Keating Muething,Keating Muething & Klekamp PLL,Keating Muething,Keating Muething,Keating Muething,482518,urn:entity:lfm-482518,https://yoda.lexisai.aws.lexis.com/lawfirms/482518,4c52dd5bcc956f21c4001e0f,CURRENT,,,,,,Include,
KEE7747,Keesal Young,Keesal Young & Logan,Keesal Young,Keesal Young,Keesal Young,32601,urn:entity:lfm-32601,https://yoda.lexisai.aws.lexis.com/lawfirms/32601,,CURRENT,,,,,,Include,
KEK7881,Keker Van Nest,Keker Van Nest & Peters LLP,Keker Van Nest,Keker Van Nest & Peters,Keker Van Nest & Peters,198414,urn:entity:lfm-198414,https://yoda.lexisai.aws.lexis.com/lawfirms/198414,4c52dd5bcc956f21c4001e19,CURRENT,,,,,,Include,
KEL4111,Kellogg Hansen,Kellogg Hansen Todd Figel & Frederick PLLC,Kellogg Hansen,Kellogg Hansen,Kellogg Hansen,291821,urn:entity:lfm-291821,https://yoda.lexisai.aws.lexis.com/lawfirms/291821,4c52dd5bcc956f21c4001e23,CURRENT,,,,,,Include,
KEL4308,Kelley Kronenberg,Kelley Kronenberg,Kelley Kronenberg,Kelley Kronenberg,Kelley Kronenberg,650201,urn:entity:lfm-650201,https://yoda.lexisai.aws.lexis.com/lawfirms/650201,4c52dd5bcc956f21c4001e22,CURRENT,,,,,,Include,
KEL6216,Kelly Hart,Kelly Hart & Hallman LLP,Kelly Hart,Kelly Hart,Kelly Hart,1299038,urn:entity:lfm-1299038,https://yoda.lexisai.aws.lexis.com/lawfirms/1299038,4c52dd5bcc956f21c4001e26,CURRENT,,,,,,Include,
KEL8887,Kelley Drye,Kelley Drye & Warren LLP,Kelley Drye,Kelley Drye,Kelley Drye,121568,urn:entity:lfm-121568,https://yoda.lexisai.aws.lexis.com/lawfirms/121568,4c52dd5bcc956f21c4001e20,CURRENT,,,,,,Include,
KEN8399,Kennedys CMK,Kennedys CMK,Kennedys CMK,Kennedys CMK,Kennedys CMK,972187,urn:entity:lfm-972187,https://yoda.lexisai.aws.lexis.com/lawfirms/972187,57daa9de21fb2a566a00060c,CURRENT,,,,,,Include,
KES1988,Kessler Topaz,Kessler Topaz Meltzer & Check LLP,Kessler Topaz,Kessler Topaz,Kessler Topaz,1215263,urn:entity:lfm-1215263,https://yoda.lexisai.aws.lexis.com/lawfirms/1215263,4c52dd5fcc956f21c400243d,CURRENT,,,,,,Include,
KIE4590,Kiernan Trebach,Kiernan Trebach LLP,Kiernan Trebach,Kiernan Trebach,Kiernan Trebach,270866,urn:entity:lfm-270866,https://yoda.lexisai.aws.lexis.com/lawfirms/270866,,CURRENT,,,,,,Include,
KIL2517,Kilpatrick Townsend,Kilpatrick Townsend & Stockton LLP,Kilpatrick,Kilpatrick Townsend,Kilpatrick Townsend,305497,urn:entity:lfm-305497,https://yoda.lexisai.aws.lexis.com/lawfirms/305497,4c52dd5bcc956f21c4001e4d,CURRENT,,,,,,Include,
KIN6975,King & Spalding,King & Spalding LLP,King & Spalding,King & Spalding,King & Spalding,305582,urn:entity:lfm-305582,https://yoda.lexisai.aws.lexis.com/lawfirms/305582,4c52dd5bcc956f21c4001e50,CURRENT,,,,,,Include,
KIR1230,Kirton McConkie,Kirton McConkie PC,Kirton McConkie,Kirton McConkie,Kirton McConkie,1114498,urn:entity:lfm-1114498,https://yoda.lexisai.aws.lexis.com/lawfirms/1114498,4c52dd5bcc956f21c4001e61,CURRENT,,,,,,Include,
KIR1429,Kirkland & Ellis,Kirkland & Ellis LLP,Kirkland,Kirkland & Ellis,Kirkland & Ellis,104607,urn:entity:lfm-104607,https://yoda.lexisai.aws.lexis.com/lawfirms/104607,4c52dd5bcc956f21c4001e60,CURRENT,,,,,,Include,
KIT8404,Kitch Drutchas,Kitch Drutchas Wagner Valitutti & Sherbrook,Kitch Drutchas,Kitch Drutchas,Kitch Drutchas,585868,urn:entity:lfm-585868,https://yoda.lexisai.aws.lexis.com/lawfirms/585868,4c52dd5bcc956f21c4001e64,CURRENT,,,,,,Include,
KLE2405,Klehr Harrison,Klehr Harrison Harvey Branzburg LLP,Klehr Harrison,Klehr Harrison,Klehr Harrison,286612,urn:entity:lfm-286612,https://yoda.lexisai.aws.lexis.com/lawfirms/286612,4c52dd5bcc956f21c4001e6a,CURRENT,,,,,,Include,
KLG5568,K&L Gates,K&L Gates LLP,K&L Gates,K&L Gates,K&L Gates,66596,urn:entity:lfm-66596,https://yoda.lexisai.aws.lexis.com/lawfirms/66596,4c52dd5bcc956f21c4001dd0,CURRENT,,,,,,Include,
KNO6398,Knobbe Martens,Knobbe Martens,Knobbe Martens,Knobbe Martens,Knobbe Martens,104098,urn:entity:lfm-104098,https://yoda.lexisai.aws.lexis.com/lawfirms/104098,4c52dd5bcc956f21c4001e79,CURRENT,,,,,,Include,
KOB9303,Kobre & Kim,Kobre & Kim LLP,Kobre & Kim,Kobre & Kim,Kobre & Kim,23950303,urn:entity:lfm-23950303,https://yoda.lexisai.aws.lexis.com/lawfirms/23950303,4d9c88ea0ae30a7885000764,CURRENT,,,,,,Include,
KOE8759,Koeller Nebeker,Koeller Nebeker Carlson & Haluck LLP,Koeller Nebeker,Koeller Nebeker,Koeller Nebeker,38153,urn:entity:lfm-38153,https://yoda.lexisai.aws.lexis.com/lawfirms/38153,4c52dd5bcc956f21c4001e81,CURRENT,,,,,,Include,
KOL4476,Koley Jessen,Koley Jessen PC LLO,Koley Jessen,Koley Jessen,Koley Jessen,874457,urn:entity:lfm-874457,https://yoda.lexisai.aws.lexis.com/lawfirms/874457,4c52dd5bcc956f21c4001e89,CURRENT,,,,,,Include,
KRA5823,Kramer Levin,Kramer Levin Naftalis & Frankel LLP,Kramer Levin,Kramer Levin,Kramer Levin,404239,urn:entity:lfm-404239,https://yoda.lexisai.aws.lexis.com/lawfirms/404239,4c52dd5bcc956f21c4001ea2,CURRENT,,,,,,Include,
KRI8797,Krieg DeVault,Krieg DeVault LLP,Krieg DeVault,Krieg DeVault,Krieg DeVault,812366,urn:entity:lfm-812366,https://yoda.lexisai.aws.lexis.com/lawfirms/812366,4c52dd5bcc956f21c4001eae,CURRENT,,,,,,Include,
KUB8932,Kubicki Draper,Kubicki Draper,Kubicki Draper,Kubicki Draper,Kubicki Draper,651829,urn:entity:lfm-651829,https://yoda.lexisai.aws.lexis.com/lawfirms/651829,4c52dd5bcc956f21c4001ebc,CURRENT,,,,,,Include,
KUT7771,Kutak Rock,Kutak Rock LLP,Kutak Rock,Kutak Rock,Kutak Rock,47329,urn:entity:lfm-47329,https://yoda.lexisai.aws.lexis.com/lawfirms/47329,4c52dd5bcc956f21c4001ec8,CURRENT,,,,,,Include,
LAB1762,Labaton Sucharow,Labaton Sucharow LLP,Labaton Sucharow,Labaton Sucharow,Labaton Sucharow,402468,urn:entity:lfm-402468,https://yoda.lexisai.aws.lexis.com/lawfirms/402468,4c52dd5bcc956f21c4001eca,CURRENT,,,,,,Include,
LAN5015,Lane Powell,Lane Powell PC,Lane Powell,Lane Powell,Lane Powell,34075,urn:entity:lfm-34075,https://yoda.lexisai.aws.lexis.com/lawfirms/34075,4c52dd5ccc956f21c4001ee7,CURRENT,,,,,,Include,
LAR4861,Larkin Hoffman,Larkin Hoffman Daly & Lindgren Ltd.,Larkin Hoffman,Larkin Hoffman,Larkin Hoffman,617825,urn:entity:lfm-617825,https://yoda.lexisai.aws.lexis.com/lawfirms/617825,4c52dd5ccc956f21c4001ef6,CURRENT,,,,,,Include,
LAT3871,Lathrop GPM,Lathrop GPM LLP,Lathrop GPM,Lathrop GPM,Lathrop GPM,158877697,urn:entity:lfm-158877697,https://yoda.lexisai.aws.lexis.com/lawfirms/158877697,4c52dd5ccc956f21c4001f06,CURRENT,,,,,,Include,
LAT5090,Latham & Watkins,Latham & Watkins LLP,Latham,Latham & Watkins,Latham & Watkins,75561,urn:entity:lfm-75561,https://yoda.lexisai.aws.lexis.com/lawfirms/75561,4c52dd5ccc956f21c4001f02,CURRENT,,,,,,Include,
LAU5640,Laughlin Falbo,Laughlin Falbo Levy & Moresi LLP,Laughlin Falbo,Laughlin Falbo,Laughlin Falbo,85683,urn:entity:lfm-85683,https://yoda.lexisai.aws.lexis.com/lawfirms/85683,4c52dd5ccc956f21c4001f0a,CURRENT,,,,,,Include,
LEE6006,Leech Tishman,Leech Tishman Fuscaldo & Lampl LLC,Leech Tishman,Leech Tishman,Leech Tishman,1251179,urn:entity:lfm-1251179,https://yoda.lexisai.aws.lexis.com/lawfirms/1251179,4c52dd5ccc956f21c4001f28,CURRENT,,,,,,Include,
LER6012,Lerch Early,Lerch Early & Brewer Chtd.,Lerch Early,Lerch Early,Lerch Early,306618,urn:entity:lfm-306618,https://yoda.lexisai.aws.lexis.com/lawfirms/306618,4c52dd5ccc956f21c4001f3b,CURRENT,,,,,,Include,
LEV8573,Levenfeld Pearlstein,Levenfeld Pearlstein LLC,Levenfeld Pearlstein,Levenfeld Pearlstein,Levenfeld Pearlstein,767570,urn:entity:lfm-767570,https://yoda.lexisai.aws.lexis.com/lawfirms/767570,4c52dd5ccc956f21c4001f43,CURRENT,,,,,,Include,
LEW4263,Lewis Thomason,Lewis Thomason,Lewis Thomason,Lewis Thomason,Lewis Thomason,156696937,urn:entity:lfm-156696937,https://yoda.lexisai.aws.lexis.com/lawfirms/156696937,4c52dd5ccc956f21c4001f59,CURRENT,,,,,,Include,
LEW4899,Lewis Roca,Lewis Roca Rothgerber Christie LLP,Lewis Roca,Lewis Roca,Lewis Roca,42688,urn:entity:lfm-42688,https://yoda.lexisai.aws.lexis.com/lawfirms/42688,4c52dd5ccc956f21c4001f54,CURRENT,,,,,,Include,
LEW5773,Lewis Brisbois,Lewis Brisbois Bisgaard & Smith LLP,Lewis Brisbois,Lewis Brisbois,Lewis Brisbois,75466,urn:entity:lfm-75466,https://yoda.lexisai.aws.lexis.com/lawfirms/75466,4c52dd57cc956f21c4001672,CURRENT,,,,,,Include,
LEW6280,Lewis Longman,Lewis Longman & Walker PA,Lewis Longman,Lewis Longman,Lewis Longman,658462,urn:entity:lfm-658462        ,https://yoda.lexisai.aws.lexis.com/lawfirms/658462,,CURRENT,,,,,,Include,
LEW7147,Lewis Rice,Lewis Rice LLC,Lewis Rice,Lewis Rice,Lewis Rice,746359,urn:entity:lfm-746359,https://yoda.lexisai.aws.lexis.com/lawfirms/746359,4c52dd5ccc956f21c4001f5d,CURRENT,,,,,,Include,
LEY3543,Leydig Voit,Leydig Voit & Mayer Ltd.,Leydig Voit,Leydig Voit,Leydig Voit,306710,urn:entity:lfm-306710,https://yoda.lexisai.aws.lexis.com/lawfirms/306710,4c52dd5ccc956f21c4001f60,CURRENT,,,,,,Include,
LIE1937,Liebert Cassidy,Liebert Cassidy Whitmore,Liebert Cassidy,Liebert Cassidy,Liebert Cassidy,117881,urn:entity:lfm-117881,https://yoda.lexisai.aws.lexis.com/lawfirms/117881,51ed4721e1a76542e600db66,CURRENT,,,,,,Include,
LIE5620,Lieff Cabraser,Lieff Cabraser Heimann & Bernstein LLP,Lieff Cabraser,Lieff Cabraser,Lieff Cabraser,195074,urn:entity:lfm-195074,https://yoda.lexisai.aws.lexis.com/lawfirms/195074,4c52dd5ccc956f21c4001f64,CURRENT,,,,,,Include,
LIN8596,Linklaters,Linklaters LLP,Linklaters,Linklaters,Linklaters,289842,urn:entity:lfm-289842,https://yoda.lexisai.aws.lexis.com/lawfirms/289842,4c52dd5ccc956f21c4001f70,CURRENT,,,,,,Include,
LIN8982,Linebarger Goggan,Linebarger Goggan Blair & Sampson LLP,Linebarger Goggan,Linebarger Goggan,Linebarger Goggan,502964,urn:entity:lfm-502964,https://yoda.lexisai.aws.lexis.com/lawfirms/502964,578665b3a9db3a5fd902aa5a,CURRENT,,,,,,Include,
LIP7648,Lippes Mathias,Lippes Mathias LLP,Lippes Mathias,Lippes Mathias,Lippes Mathias,343418,urn:entity:lfm-343418,https://yoda.lexisai.aws.lexis.com/lawfirms/343418,4c52dd5ccc956f21c4001f74,CURRENT,,,,,,Include,
LIS1947,Liskow & Lewis,Liskow & Lewis,Liskow & Lewis,Liskow & Lewis,Liskow & Lewis,499165,urn:entity:lfm-499165,https://yoda.lexisai.aws.lexis.com/lawfirms/499165,4c52dd5ccc956f21c4001f78,CURRENT,,,,,,Include,
LIT5712,Litchfield Cavo,Litchfield Cavo LLP,Litchfield Cavo,Litchfield Cavo,Litchfield Cavo,274971,urn:entity:lfm-274971,https://yoda.lexisai.aws.lexis.com/lawfirms/274971,4c52dd5ccc956f21c4001f7a,CURRENT,,,,,,Include,
LIT8351,Littler,Littler Mendelson PC,Littler,Littler Mendelson,Littler Mendelson,38520,urn:entity:lfm-38520,https://yoda.lexisai.aws.lexis.com/lawfirms/38520,4c52dd5ccc956f21c4001f7e,CURRENT,,,,,,Include,
LOC6957,Locke Lord,Locke Lord LLP,Locke Lord,Locke Lord,Locke Lord,507842,urn:entity:lfm-507842,https://yoda.lexisai.aws.lexis.com/lawfirms/507842,4c52dd5ccc956f21c4001f89,CURRENT,,,,,,Include,
LOE6696,Loeb & Loeb,Loeb & Loeb LLP,Loeb & Loeb,Loeb & Loeb,Loeb & Loeb,118121,urn:entity:lfm-118121,https://yoda.lexisai.aws.lexis.com/lawfirms/118121,4c52dd5ccc956f21c4001f8b,CURRENT,,,,,,Include,
LOW5602,Lowndes Drosdick,Lowndes Drosdick Doster Kantor & Reed PA,Lowndes,Lowndes Drosdick,Lowndes Drosdick,684049,urn:entity:lfm-684049,https://yoda.lexisai.aws.lexis.com/lawfirms/684049,4c52dd5ccc956f21c4001fb2,CURRENT,,,,,,Include,
LOW6235,Lowenstein Sandler,Lowenstein Sandler LLP,Lowenstein Sandler,Lowenstein Sandler,Lowenstein Sandler,910580,urn:entity:lfm-910580,https://yoda.lexisai.aws.lexis.com/lawfirms/910580,4c52dd5ccc956f21c4001fb0,CURRENT,,,,,,Include,
LOZ2506,Lozano Smith,Lozano Smith,Lozano Smith,Lozano Smith,Lozano Smith,82375,urn:entity:lfm-82375,https://yoda.lexisai.aws.lexis.com/lawfirms/82375,51ed4f1ad5b18c730e0072dc,CURRENT,,,,,,Include,
LUE1934,Lueder Larkin,Lueder Larkin & Hunter LLC,Lueder Larkin,Lueder Larkin,Lueder Larkin,32601308,urn:entity:lfm-32601308,https://yoda.lexisai.aws.lexis.com/lawfirms/32601308,553133007cac3f724700030e,CURRENT,,,,,,Include,
LUK7241,Luks Santaniello,Luks Santaniello Petrillo Cohen & Peterfriend,Luks Santaniello,Luks Santaniello,Luks Santaniello,649302,urn:entity:lfm-649302,https://yoda.lexisai.aws.lexis.com/lawfirms/649302,4c52dd5ccc956f21c4001fbd,CURRENT,,,,,,Include,
MAB2454,Mayer Brown,Mayer Brown LLP,Mayer Brown,Mayer Brown,Mayer Brown,119465,urn:entity:lfm-119465,https://yoda.lexisai.aws.lexis.com/lawfirms/119465,4c52dd5dcc956f21c400204c,CURRENT,,,,,,Include,
MAC3849,Maynard Cooper,Maynard Cooper & Gale PC,Maynard Cooper,Maynard Cooper,Maynard Cooper,23005,urn:entity:lfm-23005,https://yoda.lexisai.aws.lexis.com/lawfirms/23005,4c52dd5dcc956f21c4002050,CURRENT,,,,,,Include,
MAD9398,Marshall Dennehey,Marshall Dennehey Warner Coleman & Goggin,Marshall Dennehey,Marshall Dennehey,Marshall Dennehey,286586,urn:entity:lfm-286586,https://yoda.lexisai.aws.lexis.com/lawfirms/286586,4c52dd5bcc956f21c4001dbc,CURRENT,,,,,,Include,
MAE9830,Margolis Edelstein,Margolis Edelstein,Margolis Edelstein,Margolis Edelstein,Margolis Edelstein,927662,urn:entity:lfm-927662,https://yoda.lexisai.aws.lexis.com/lawfirms/927662,4c52dd5ccc956f21c400200a,CURRENT,,,,,,Include,
MAG2030,Marshall Gerstein,Marshall Gerstein & Borun LLP,Marshall Gerstein,Marshall Gerstein,Marshall Gerstein,770135,urn:entity:lfm-770135,https://yoda.lexisai.aws.lexis.com/lawfirms/770135,4c52dd5ccc956f21c400201f,CURRENT,,,,,,Include,
MAM1648,Maron Marvel,Maron Marvel Bradley Anderson & Tardy LLC,Maron Marvel,Maron Marvel,Maron Marvel,286487,urn:entity:lfm-286487,https://yoda.lexisai.aws.lexis.com/lawfirms/286487,4c52dd5ccc956f21c4002015,CURRENT,,,,,,Include,
MAN6698,Manning & Kass,Manning & Kass Ellrod Ramirez Trester LLP,Manning & Kass,Manning & Kass,Manning & Kass,92259,urn:entity:lfm-92259,https://yoda.lexisai.aws.lexis.com/lawfirms/92259,4c52dd5ccc956f21c4001ffe,CURRENT,,,,,,Include,
MAN8162,Manatt Phelps,Manatt Phelps & Phillips LLP,Manatt,Manatt Phelps,Manatt Phelps,118945,urn:entity:lfm-118945,https://yoda.lexisai.aws.lexis.com/lawfirms/118945,4c52dd5ccc956f21c4001ff2,CURRENT,,,,,,Include,
MAN8280,Manko Gold,Manko Gold Katcher & Fox LLP,Manko Gold,Manko Gold,Manko Gold,890555,urn:entity:lfm-890555,https://yoda.lexisai.aws.lexis.com/lawfirms/890555,,CURRENT,,,,,,Include,
MAO5272,Marks O'Neill,Marks O'Neill O'Brien Doherty & Kelly PC,Marks O'Neill,Marks O'Neill,Marks O'Neill,21133510,urn:entity:lfm-21133510,https://yoda.lexisai.aws.lexis.com/lawfirms/21133510,4c52dd5ccc956f21c4002011,CURRENT,,,,,,Include,
MAS2603,Maslon,Maslon LLP,Maslon,Maslon,Maslon,626849,urn:entity:lfm-626849,https://yoda.lexisai.aws.lexis.com/lawfirms/626849,4c52dd5ccc956f21c4002032,CURRENT,,,,,,Include,
MCA3782,McAfee & Taft,McAfee & Taft PC,McAfee & Taft,McAfee & Taft,McAfee & Taft,1112670,urn:entity:lfm-1112670,https://yoda.lexisai.aws.lexis.com/lawfirms/1112670,4c52dd5dcc956f21c4002058,CURRENT,,,,,,Include,
MCA6742,McAngus Goudelock,McAngus Goudelock and Courie LLC,McAngus Goudelock,McAngus Goudelock,McAngus Goudelock,1117852,urn:entity:lfm-1117852,https://yoda.lexisai.aws.lexis.com/lawfirms/1117852,4c52dd5dcc956f21c400205c,CURRENT,,,,,,Include,
MCB6726,Martin Clearwater & Bell,Martin Clearwater & Bell LLP,Martin Clearwater,Martin Clearwater,Martin Clearwater,408098,urn:entity:lfm-408098,https://yoda.lexisai.aws.lexis.com/lawfirms/408098,4c52dd5ccc956f21c4002026,CURRENT,,,,,,Include,
MCC4024,McCormick Barstow,McCormick Barstow Sheppard Wayte & Carruth LLP.,McCormick Barstow,McCormick Barstow,McCormick Barstow,85184,urn:entity:lfm-85184,https://yoda.lexisai.aws.lexis.com/lawfirms/85184,4c52dd5dcc956f21c4002077,CURRENT,,,,,,Include,
MCC6242,McCalla Raymer,McCalla Raymer Leibert Pierce,McCalla Raymer,McCalla Raymer,McCalla Raymer,719477,urn:entity:lfm-719477,https://yoda.lexisai.aws.lexis.com/lawfirms/719477,4c52dd5dcc956f21c4002062,CURRENT,,,,,,Include,
MCC6510,McCarter & English,McCarter & English LLP,McCarter & English,McCarter & English,McCarter & English,287476,urn:entity:lfm-287476,https://yoda.lexisai.aws.lexis.com/lawfirms/287476,4c52dd5dcc956f21c4002065,CURRENT,,,,,,Include,
MCD1987,McDonald Hopkins,McDonald Hopkins LLC,McDonald Hopkins,McDonald Hopkins,McDonald Hopkins,1155264,urn:entity:lfm-1155264,https://yoda.lexisai.aws.lexis.com/lawfirms/1155264,4c52dd5dcc956f21c4002087,CURRENT,,,,,,Include,
MCD4329,McDermott Will,McDermott Will & Emery LLP,McDermott,McDermott Will,McDermott Will,94325,urn:entity:lfm-94325,https://yoda.lexisai.aws.lexis.com/lawfirms/94325,4c52dd5dcc956f21c4002083,CURRENT,,,,,,Include,
MCD6828,McDonnell Boehnen,McDonnell Boehnen Hulbert & Berghoff LLP,McDonnell Boehnen,McDonnell Boehnen,McDonnell Boehnen,750746,urn:entity:lfm-750746,https://yoda.lexisai.aws.lexis.com/lawfirms/750746,4c52dd5dcc956f21c400208c,CURRENT,,,,,,Include,
MCE6231,McElroy Deutsch,McElroy Deutsch Mulvaney & Carpenter LLP,McElroy Deutsch,McElroy Deutsch,McElroy Deutsch,248948,urn:entity:lfm-248948,https://yoda.lexisai.aws.lexis.com/lawfirms/248948,4c52dd5dcc956f21c4002090,CURRENT,,,,,,Include,
MCG4933,McGuireWoods,McGuireWoods LLP,McGuireWoods,McGuireWoods,McGuireWoods,307786,urn:entity:lfm-307786,https://yoda.lexisai.aws.lexis.com/lawfirms/307786,4c52dd5dcc956f21c400209d,CURRENT,,,,,,Include,
MCG6963,McGlinchey Stafford,McGlinchey Stafford PLLC,McGlinchey Stafford,McGlinchey Stafford,McGlinchey Stafford,495983,urn:entity:lfm-495983,https://yoda.lexisai.aws.lexis.com/lawfirms/495983,4c52dd5dcc956f21c4002097,CURRENT,,,,,,Include,
MCK3001,McKool Smith,McKool Smith Hennigan PC,McKool Smith,McKool Smith,McKool Smith,1313041,urn:entity:lfm-1313041,https://yoda.lexisai.aws.lexis.com/lawfirms/1313041,4c52dd5dcc956f21c40020a8,CURRENT,,,,,,Include,
MCL2668,McLaughlin & Stern,McLaughlin & Stern LLP,McLaughlin & Stern,McLaughlin & Stern,McLaughlin & Stern,408837,urn:entity:lfm-408837,https://yoda.lexisai.aws.lexis.com/lawfirms/408837,4c52dd5dcc956f21c40020ab,CURRENT,,,,,,Include,
MCL7922,McLane Middleton,McLane Middleton,McLane Middleton,McLane Middleton,McLane Middleton,883352,urn:entity:lfm-883352,https://yoda.lexisai.aws.lexis.com/lawfirms/883352,4c52dd5dcc956f21c40020aa,CURRENT,,,,,,Include,
MCN2943,McNees Wallace,McNees Wallace & Nurick LLC,McNees Wallace,McNees Wallace,McNees Wallace,290021,urn:entity:lfm-290021,https://yoda.lexisai.aws.lexis.com/lawfirms/290021,4c52dd5dcc956f21c40020be,CURRENT,,,,,,Include,
MEA7538,Meagher & Geer,Meagher + Geer PLLP,Meagher + Geer,Meagher & Geer,Meagher & Geer,47272,urn:entity:lfm-47272,https://yoda.lexisai.aws.lexis.com/lawfirms/47272,4c52dd5dcc956f21c40020c6,CURRENT,,,,,,Include,
MEN4898,Mendes & Mount,Mendes & Mount LLP,Mendes & Mount,Mendes & Mount,Mendes & Mount,120062,urn:entity:lfm-120062,https://yoda.lexisai.aws.lexis.com/lawfirms/120062,4c52dd5dcc956f21c40020d7,CURRENT,,,,,,Include,
MER6421,Merchant & Gould,Merchant & Gould PC,Merchant & Gould,Merchant & Gould,Merchant & Gould,247797,urn:entity:lfm-247797,https://yoda.lexisai.aws.lexis.com/lawfirms/247797,4c52dd5dcc956f21c40020da,CURRENT,,,,,,Include,
MES8149,Messner Reeves,Messner Reeves LLP,Messner Reeves,Messner Reeves,Messner Reeves,255349,urn:entity:lfm-255349,https://yoda.lexisai.aws.lexis.com/lawfirms/255349,4c52dd5dcc956f21c40020e1,CURRENT,,,,,,Include,
MGM8251,"MG+M The Law Firm (""MG+M"")",Manning Gross & Massenburg LLP,MG+M The Law Firm,Manning Gross,Manning Gross,548766,urn:entity:lfm-548766,https://yoda.lexisai.aws.lexis.com/lawfirms/548766,4c52dd58cc956f21c400185b,CURRENT,,,,,,Include,
MIC3151,Michelman & Robinson,Michelman & Robinson LLP,Michelman & Robinson,Michelman & Robinson,Michelman & Robinson,80907,urn:entity:lfm-80907,https://yoda.lexisai.aws.lexis.com/lawfirms/80907,50f054decb836a1db7004776,CURRENT,,,,,,Include,
MIC7319,Michael Sullivan & Associates,Michael Sullivan & Associates LLC,Michael Sullivan & Associates,Michael Sullivan & Associates,Michael Sullivan & Associates,1807078,urn:entity:lfm-1807078,https://yoda.lexisai.aws.lexis.com/lawfirms/1807078,51f028c9ed5068295c001090,CURRENT,,,,,,Include,
MIC9838,Michael Best,Michael Best & Friedrich LLP,Michael Best,Michael Best,Michael Best,757101,urn:entity:lfm-757101,https://yoda.lexisai.aws.lexis.com/lawfirms/757101,4c52dd5dcc956f21c40020f0,CURRENT,,,,,,Include,
